id,cue,response,response_position,response_level,gender,education
667,mastery,fluency,1,2,female,university
667,mastery,dexterity,2,2,female,university
667,mastery,insight,3,2,female,university
667,mastery,professionalism,4,2,female,university
667,mastery,polish,5,2,female,university
668,cognition,brain,1,2,female,university
668,cognition,thinking,2,2,female,university
668,cognition,intelligence,3,2,female,university
668,cognition,memory,4,2,female,university
668,cognition,perception,5,2,female,university
668,neural,brain,1,2,female,university
668,neural,synapse,2,2,female,university
668,neural,network,3,2,female,university
668,neural,neurology,4,2,female,university
668,neural,computation,5,2,female,university
668,mind,psyche,1,2,female,university
668,mind,sanity,2,2,female,university
668,mind,comprehension,3,2,female,university
668,mind,idea,4,2,female,university
668,mind,thought process,5,2,female,university
668,intelligence quotient,standardized,1,2,female,university
668,intelligence quotient,predictor,2,2,female,university
668,intelligence quotient,intelligence,3,2,female,university
668,intelligence quotient,performance,4,2,female,university
668,intelligence quotient,intelligence,5,2,female,university
668,comprehension,literacy,1,2,female,university
668,comprehension,semantics,2,2,female,university
668,comprehension,meaning,3,2,female,university
668,comprehension,curriculum,4,2,female,university
668,comprehension,cognition,5,2,female,university
669,strategy,alignment,1,2,female,university
669,strategy,priorities,2,2,female,university
669,strategy,scenario,3,2,female,university
669,strategy,leverage,4,2,female,university
669,strategy,synergy,5,2,female,university
669,planning,preparation,1,2,female,university
669,planning,checklist,2,2,female,university
669,planning,program,3,2,female,university
669,planning,logistics,4,2,female,university
669,planning,framework,5,2,female,university
669,calculation,algebra,1,2,female,university
669,calculation,spreadsheet,2,2,female,university
669,calculation,finance,3,2,female,university
669,calculation,estimation,4,2,female,university
669,calculation,calculator,5,2,female,university
669,sagacity,intellect,1,2,female,university
669,sagacity,elder,2,2,female,university
669,sagacity,keen,3,2,female,university
669,sagacity,wily,4,2,female,university
669,sagacity,circumspective,5,2,female,university
669,shrewd,manipulative,1,2,female,university
669,shrewd,adroit,2,2,female,university
669,shrewd,sensible,3,2,female,university
669,shrewd,farsighted,4,2,female,university
669,shrewd,scheming,5,2,female,university
670,intelligent design,debate,1,2,female,university
670,intelligent design,origin,2,2,female,university
670,intelligent design,life,3,2,female,university
670,intelligent design,organisms,4,2,female,university
670,intelligent design,purpose,5,2,female,university
670,evolution,primordial soup,1,2,female,university
670,evolution,cambrian,2,2,female,university
670,evolution,divergence,3,2,female,university
670,evolution,ecosystem,4,2,female,university
670,evolution,reproductive success,5,2,female,university
670,adaptation,transformation,1,2,female,university
670,adaptation,response,2,2,female,university
670,adaptation,learning,3,2,female,university
670,adaptation,development,4,2,female,university
670,adaptation,growth,5,2,female,university
670,survival,emergency,1,2,female,university
670,survival,disaster,2,2,female,university
670,survival,preparedness,3,2,female,university
670,survival,supplies,4,2,female,university
670,survival,kit,5,2,female,university
670,fitness,workout,1,2,female,university
670,fitness,motivation,2,2,female,university
670,fitness,endorphins,3,2,female,university
670,fitness,sweat,4,2,female,university
670,fitness,discipline,5,2,female,university
671,creativity,insight,1,2,female,university
671,creativity,improvisation,2,2,female,university
671,creativity,novelty,3,2,female,university
671,creativity,abstraction,4,2,female,university
671,creativity,perspective,5,2,female,university
671,learning,memory,1,2,female,university
671,learning,concentration,2,2,female,university
671,learning,dedication,3,2,female,university
671,learning,motivation,4,2,female,university
671,learning,achievement,5,2,female,university
671,wisdom,ethics,1,2,female,university
671,wisdom,perspective,2,2,female,university
671,wisdom,guru,3,2,female,university
671,wisdom,wise,4,2,female,university
671,wisdom,maturity,5,2,female,university
671,perception,vision,1,2,female,university
671,perception,cognition,2,2,female,university
671,perception,impression,3,2,female,university
671,perception,belief,4,2,female,university
671,perception,viewpoint,5,2,female,university
671,adaptability,reinvention,1,2,female,university
671,adaptability,adjust,2,2,female,university
671,adaptability,dynamic,3,2,female,university
671,adaptability,fluidity,4,2,female,university
671,adaptability,overcome,5,2,female,university
672,knowledge,curiosity,1,2,female,university
672,knowledge,analysis,2,2,female,university
672,knowledge,philosophical,3,2,female,university
672,knowledge,know-how,4,2,female,university
672,knowledge,mastery,5,2,female,university
672,insight,understanding,1,2,female,university
672,insight,clarity,2,2,female,university
672,insight,perception,3,2,female,university
672,insight,breakthrough,4,2,female,university
672,insight,revelation,5,2,female,university
672,logic,brain,1,2,female,university
672,logic,function,2,2,female,university
672,logic,method,3,2,female,university
672,logic,connectives,4,2,female,university
672,logic,formalism,5,2,female,university
672,understanding,connection,1,2,female,university
672,understanding,intuition,2,2,female,university
672,understanding,reflection,3,2,female,university
672,understanding,sensitivity,4,2,female,university
672,understanding,judgment,5,2,female,university
672,innovation,disruption,1,2,female,university
672,innovation,ideas,2,2,female,university
672,innovation,future,3,2,female,university
672,innovation,research,4,2,female,university
672,innovation,development,5,2,female,university
673,cognition,executive functions,1,2,female,university
673,cognition,cognitive development,2,2,female,university
673,cognition,schemas,3,2,female,university
673,cognition,intuition,4,2,female,university
673,cognition,neural networks,5,2,female,university
673,analysis,data,1,2,female,university
673,analysis,research,2,2,female,university
673,analysis,critical thinking,3,2,female,university
673,analysis,interpretation,4,2,female,university
673,analysis,patterns,5,2,female,university
673,reason,inference,1,2,female,university
673,reason,motive,2,2,female,university
673,reason,truth,3,2,female,university
673,reason,discernment,4,2,female,university
673,reason,assessment,5,2,female,university
673,intellect,philosophy,1,2,female,university
673,intellect,science,2,2,female,university
673,intellect,rationality,3,2,female,university
673,intellect,expertise,4,2,female,university
673,intellect,sophistication,5,2,female,university
673,capability,virtuosity,1,2,female,university
673,capability,technique,2,2,female,university
673,capability,specialization,3,2,female,university
673,capability,finesse,4,2,female,university
673,capability,initiative,5,2,female,university
674,intuition,unconscious,1,2,female,university
674,intuition,second-guessing,2,2,female,university
674,intuition,mystery,3,2,female,university
674,intuition,trust,4,2,female,university
674,intuition,revelation,5,2,female,university
674,problem-solving,insight,1,2,female,university
674,problem-solving,method,2,2,female,university
674,problem-solving,process,3,2,female,university
674,problem-solving,focus,4,2,female,university
674,problem-solving,results,5,2,female,university
674,curiosity,inquisitiveness,1,2,female,university
674,curiosity,books,2,2,female,university
674,curiosity,stimulation,3,2,female,university
674,curiosity,motivation,4,2,female,university
674,curiosity,perspective,5,2,female,university
674,sapience,sophistication,1,2,female,university
674,sapience,acumen,2,2,female,university
674,sapience,learning,3,2,female,university
674,sapience,perception,4,2,female,university
674,sapience,judgement,5,2,female,university
674,expertise,authority,1,2,female,university
674,expertise,veteran,2,2,female,university
674,expertise,resource,3,2,female,university
674,expertise,maestro,4,2,female,university
674,expertise,accomplished,5,2,female,university
675,comprehension,understanding,1,2,female,university
675,comprehension,reading,2,2,female,university
675,comprehension,clarity,3,2,female,university
675,comprehension,learning,4,2,female,university
675,comprehension,knowledge,5,2,female,university
675,brilliance,wisdom,1,2,female,university
675,brilliance,sparkle,2,2,female,university
675,brilliance,ingenuity,3,2,female,university
675,brilliance,clarity,4,2,female,university
675,brilliance,luminescence,5,2,female,university
675,savviness,tact,1,2,female,university
675,savviness,shrewdness,2,2,female,university
675,savviness,competence,3,2,female,university
675,savviness,perception,4,2,female,university
675,savviness,ingenuity,5,2,female,university
675,acumen,business,1,2,female,university
675,acumen,savvy,2,2,female,university
675,acumen,sharpness,3,2,female,university
675,acumen,astuteness,4,2,female,university
675,acumen,perception,5,2,female,university
675,genius,mozart,1,2,female,university
675,genius,music,2,2,female,university
675,genius,child prodigy,3,2,female,university
675,genius,composition,4,2,female,university
675,genius,classical,5,2,female,university
676,iq,scientific,1,2,female,university
676,iq,heritability,2,2,female,university
676,iq,cultural,3,2,female,university
676,iq,bias,4,2,female,university
676,iq,achievement,5,2,female,university
676,mental agility,reasoning,1,2,female,university
676,mental agility,versatility,2,2,female,university
676,mental agility,speed,3,2,female,university
676,mental agility,mastery,4,2,female,university
676,mental agility,synthesis,5,2,female,university
676,critical thinking,challenge,1,2,female,university
676,critical thinking,hypothesis,2,2,female,university
676,critical thinking,investigation,3,2,female,university
676,critical thinking,rigor,4,2,female,university
676,critical thinking,strategy,5,2,female,university
676,abstraction,creativity,1,2,female,university
676,abstraction,essence,2,2,female,university
676,abstraction,simplification,3,2,female,university
676,abstraction,reductionism,4,2,female,university
676,abstraction,non-representational,5,2,female,university
676,reflexivity,bourdieu,1,2,female,university
676,reflexivity,interactivity,2,2,female,university
676,reflexivity,reflexive pronouns,3,2,female,university
676,reflexivity,metacognition,4,2,female,university
676,reflexivity,loop,5,2,female,university
677,neuroscience,glial cells,1,2,female,university
677,neuroscience,consciousness,2,2,female,university
677,neuroscience,psychology,3,2,female,university
677,neuroscience,dementia,4,2,female,university
677,neuroscience,neurogenesis,5,2,female,university
677,memory,hippocampus,1,2,female,university
677,memory,neurons,2,2,female,university
677,memory,synapses,3,2,female,university
677,memory,retention,4,2,female,university
677,memory,forgetting,5,2,female,university
677,consciousness,philosophy,1,2,female,university
677,consciousness,dualism,2,2,female,university
677,consciousness,subjectivity,3,2,female,university
677,consciousness,qualia,4,2,female,university
677,consciousness,intentionality,5,2,female,university
677,thought,memory,1,2,female,university
677,thought,neural,2,2,female,university
677,thought,synthesis,3,2,female,university
677,thought,evaluation,4,2,female,university
677,thought,knowledge,5,2,female,university
677,strategy,leadership,1,2,female,university
677,strategy,vision,2,2,female,university
677,strategy,analysis,3,2,female,university
677,strategy,decision-making,4,2,female,university
677,strategy,adaptation,5,2,female,university
678,artificial intelligence,education,1,2,female,university
678,artificial intelligence,customization,2,2,female,university
678,artificial intelligence,efficiency,3,2,female,university
678,artificial intelligence,big data,4,2,female,university
678,artificial intelligence,cloud computing,5,2,female,university
678,data processing,hadoop,1,2,female,university
678,data processing,spark,2,2,female,university
678,data processing,etl,3,2,female,university
678,data processing,stream,4,2,female,university
678,data processing,structure,5,2,female,university
678,machine learning,chatbots,1,2,female,university
678,machine learning,speech recognition,2,2,female,university
678,machine learning,image processing,3,2,female,university
678,machine learning,facial recognition,4,2,female,university
678,machine learning,sentiment analysis,5,2,female,university
678,computational,hardware,1,2,female,university
678,computational,systems,2,2,female,university
678,computational,numerical,3,2,female,university
678,computational,automation,4,2,female,university
678,computational,information,5,2,female,university
678,algorithms,graph,1,2,female,university
678,algorithms,quantum,2,2,female,university
678,algorithms,database,3,2,female,university
678,algorithms,objectives,4,2,female,university
678,algorithms,classification,5,2,female,university
679,education,books,1,2,female,university
679,education,university,2,2,female,university
679,education,teacher,3,2,female,university
679,education,diploma,4,2,female,university
679,education,students,5,2,female,university
679,scholarship,investment,1,2,female,university
679,scholarship,potential,2,2,female,university
679,scholarship,degree,3,2,female,university
679,scholarship,faculty,4,2,female,university
679,scholarship,contribution,5,2,female,university
679,mastery,command,1,2,female,university
679,mastery,accomplishment,2,2,female,university
679,mastery,virtuosity,3,2,female,university
679,mastery,education,4,2,female,university
679,mastery,training,5,2,female,university
679,proficiency,aptitude,1,2,female,university
679,proficiency,proficiency,2,2,female,university
679,proficiency,specialization,3,2,female,university
679,proficiency,dexterity,4,2,female,university
679,proficiency,finesse,5,2,female,university
679,erudition,pedagogy,1,2,female,university
679,erudition,scholarly,2,2,female,university
679,erudition,doctoral,3,2,female,university
679,erudition,thesis,4,2,female,university
679,erudition,articulate,5,2,female,university
680,research,laboratory,1,2,female,university
680,research,publication,2,2,female,university
680,research,methodology,3,2,female,university
680,research,innovation,4,2,female,university
680,research,statistics,5,2,female,university
680,synthesis,fusion,1,2,female,university
680,synthesis,merging,2,2,female,university
680,synthesis,alchemy,3,2,female,university
680,synthesis,design,4,2,female,university
680,synthesis,harmony,5,2,female,university
680,deduction,logic,1,2,female,university
680,deduction,reasoning,2,2,female,university
680,deduction,sherlock,3,2,female,university
680,deduction,taxes,4,2,female,university
680,deduction,conclusion,5,2,female,university
680,foresight,long-term,1,2,female,university
680,foresight,thinking ahead,2,2,female,university
680,foresight,judgement,3,2,female,university
680,foresight,preemption,4,2,female,university
680,foresight,risk management,5,2,female,university
681,genius,tesla,1,2,female,university
681,genius,invention,2,2,female,university
681,genius,prodigy,3,2,female,university
681,genius,brilliance,4,2,female,university
681,genius,talent,5,2,female,university
681,knowledge,cognition,1,2,female,university
681,knowledge,intelligence,2,2,female,university
681,knowledge,data,3,2,female,university
681,knowledge,expertise,4,2,female,university
681,knowledge,skill,5,2,female,university
681,wisdom,knowledge,1,2,female,university
681,wisdom,experience,2,2,female,university
681,wisdom,insight,3,2,female,university
681,wisdom,judgment,4,2,female,university
681,wisdom,foresight,5,2,female,university
681,learning,collaboration,1,2,female,university
681,learning,discussion,2,2,female,university
681,learning,feedback,3,2,female,university
681,learning,learning by doing,4,2,female,university
681,learning,diversity,5,2,female,university
681,insight,intuition,1,2,female,university
681,insight,judgment,2,2,female,university
681,insight,acuity,3,2,female,university
681,insight,genius,4,2,female,university
681,insight,profundity,5,2,female,university
682,iq,validity,1,2,female,university
682,iq,controversy,2,2,female,university
682,iq,iq scores,3,2,female,university
682,iq,cognitive abilities,4,2,female,university
682,iq,bell curve,5,2,female,university
682,education,academic,1,2,female,university
682,education,science,2,2,female,university
682,education,mathematics,3,2,female,university
682,education,history,4,2,female,university
682,education,innovation,5,2,female,university
682,cognitive,logic,1,2,female,university
682,cognitive,decision-making,2,2,female,university
682,cognitive,perception,3,2,female,university
682,cognitive,cognition,4,2,female,university
682,cognitive,judgment,5,2,female,university
682,understanding,realization,1,2,female,university
682,understanding,consideration,2,2,female,university
682,understanding,depth,3,2,female,university
682,understanding,intuition,4,2,female,university
682,understanding,recognition,5,2,female,university
682,perception,senses,1,2,female,university
682,perception,reality,2,2,female,university
682,perception,perspective,3,2,female,university
682,perception,interpretation,4,2,female,university
682,perception,cognition,5,2,female,university
683,smart,creative,1,2,female,university
683,smart,skilled,2,2,female,university
683,smart,erudite,3,2,female,university
683,smart,discerning,4,2,female,university
683,smart,enlightened,5,2,female,university
683,analytical,experimentation,1,2,female,university
683,analytical,informatics,2,2,female,university
683,analytical,processing,3,2,female,university
683,analytical,skepticism,4,2,female,university
683,analytical,analytical chemistry,5,2,female,university
683,reasoning,analysis,1,2,female,university
683,reasoning,comprehension,2,2,female,university
683,reasoning,discernment,3,2,female,university
683,reasoning,explanation,4,2,female,university
683,reasoning,validity,5,2,female,university
683,brilliant,intelligent,1,2,female,university
683,brilliant,genius,2,2,female,university
683,brilliant,bright,3,2,female,university
683,brilliant,luminous,4,2,female,university
683,brilliant,sharp,5,2,female,university
683,clever,sophisticated,1,2,female,university
683,clever,wisdom,2,2,female,university
683,clever,intellectual,3,2,female,university
683,clever,curious,4,2,female,university
683,clever,innovative,5,2,female,university
684,minds,awareness,1,2,female,university
684,minds,consciousness,2,2,female,university
684,minds,psyche,3,2,female,university
684,minds,intuition,4,2,female,university
684,minds,think,5,2,female,university
684,books,characters,1,2,female,university
684,books,plot,2,2,female,university
684,books,paperback,3,2,female,university
684,books,inspiration,4,2,female,university
684,books,history,5,2,female,university
684,innovation,agility,1,2,female,university
684,innovation,adaptation,2,2,female,university
684,innovation,learning,3,2,female,university
684,innovation,evolution,4,2,female,university
684,innovation,possibilities,5,2,female,university
684,inquisitive,inquire,1,2,female,university
684,inquisitive,why,2,2,female,university
684,inquisitive,how,3,2,female,university
684,inquisitive,seek,4,2,female,university
684,inquisitive,knowledge-seeker,5,2,female,university
684,problem-solving,goal,1,2,female,university
684,problem-solving,approach,2,2,female,university
684,problem-solving,deduction,3,2,female,university
684,problem-solving,intelligence,4,2,female,university
684,problem-solving,plan,5,2,female,university
685,intellect,brain,1,2,female,university
685,intellect,cognition,2,2,female,university
685,intellect,analysis,3,2,female,university
685,intellect,understanding,4,2,female,university
685,intellect,insight,5,2,female,university
685,comprehension,assimilation,1,2,female,university
685,comprehension,synthesis,2,2,female,university
685,comprehension,mental,3,2,female,university
685,comprehension,decoding,4,2,female,university
685,comprehension,ingestion,5,2,female,university
685,savvy,resourceful,1,2,female,university
685,savvy,practical,2,2,female,university
685,savvy,skilled,3,2,female,university
685,savvy,tactical,4,2,female,university
685,savvy,insightful,5,2,female,university
685,aptitude,learning,1,2,female,university
685,aptitude,cognition,2,2,female,university
685,aptitude,understanding,3,2,female,university
685,aptitude,acumen,4,2,female,university
685,aptitude,discernment,5,2,female,university
685,skill,efficiency,1,2,female,university
685,skill,adaptability,2,2,female,university
685,skill,innovation,3,2,female,university
685,skill,creativity,4,2,female,university
685,skill,workmanship,5,2,female,university
686,neuroscience,eeg,1,2,female,university
686,neuroscience,mental health,2,2,female,university
686,neuroscience,neuropharmacology,3,2,female,university
686,neuroscience,sensory processing,4,2,female,university
686,neuroscience,motor skills,5,2,female,university
686,research,data,1,2,female,university
686,research,experiment,2,2,female,university
686,research,science,3,2,female,university
686,research,analysis,4,2,female,university
686,research,discovery,5,2,female,university
686,discovery,medicine,1,2,female,university
686,discovery,technology,2,2,female,university
686,discovery,physics,3,2,female,university
686,discovery,chemistry,4,2,female,university
686,discovery,biology,5,2,female,university
686,thought,imagination,1,2,female,university
686,thought,rumination,2,2,female,university
686,thought,consideration,3,2,female,university
686,thought,inference,4,2,female,university
686,thought,logic,5,2,female,university
686,intelligence quotient,potential,1,2,female,university
686,intelligence quotient,reasoning,2,2,female,university
686,intelligence quotient,neurology,3,2,female,university
686,intelligence quotient,quotient,4,2,female,university
686,intelligence quotient,g-factor,5,2,female,university
687,artificial,lifelike,1,2,female,university
687,artificial,replica,2,2,female,university
687,artificial,non-biological,3,2,female,university
687,artificial,programmed,4,2,female,university
687,artificial,inorganic,5,2,female,university
687,machine learning,ensemble methods,1,2,female,university
687,machine learning,gradient boosting,2,2,female,university
687,machine learning,random forests,3,2,female,university
687,machine learning,bayes theorem,4,2,female,university
687,machine learning,overfitting,5,2,female,university
687,data,measurement,1,2,female,university
687,data,evidence,2,2,female,university
687,data,facts,3,2,female,university
687,data,figures,4,2,female,university
687,data,computation,5,2,female,university
687,algorithm,formula,1,2,female,university
687,algorithm,analysis,2,2,female,university
687,algorithm,process,3,2,female,university
687,algorithm,decision-making,4,2,female,university
687,algorithm,heuristics,5,2,female,university
687,technology,smartphones,1,2,female,university
687,technology,tablets,2,2,female,university
687,technology,laptops,3,2,female,university
687,technology,apps,4,2,female,university
687,technology,wearables,5,2,female,university
688,philosophy,logic,1,2,female,university
688,philosophy,reality,2,2,female,university
688,philosophy,ontology,3,2,female,university
688,philosophy,epistemology,4,2,female,university
688,philosophy,mind,5,2,female,university
688,logic,science,1,2,female,university
688,logic,relationships,2,2,female,university
688,logic,evidence,3,2,female,university
688,logic,induction,4,2,female,university
688,logic,categories,5,2,female,university
688,theory,ideas,1,2,female,university
688,theory,speculation,2,2,female,university
688,theory,intellectual,3,2,female,university
688,theory,thesis,4,2,female,university
688,theory,structure,5,2,female,university
688,consciousness,awareness,1,2,female,university
688,consciousness,mind,2,2,female,university
688,consciousness,perception,3,2,female,university
688,consciousness,thought,4,2,female,university
688,consciousness,sensation,5,2,female,university
688,rationality,strategy,1,2,female,university
688,rationality,evaluation,2,2,female,university
688,rationality,conceptualization,3,2,female,university
688,rationality,perspective,4,2,female,university
688,rationality,understanding,5,2,female,university
689,curiosity,thoughtfulness,1,2,female,university
689,curiosity,consideration,2,2,female,university
689,curiosity,problem-solving,3,2,female,university
689,curiosity,eagerness,4,2,female,university
689,curiosity,inquiry,5,2,female,university
689,experimentation,design,1,2,female,university
689,experimentation,experiment,2,2,female,university
689,experimentation,qualitative,3,2,female,university
689,experimentation,quantitative,4,2,female,university
689,experimentation,replication,5,2,female,university
689,scholarship,ambition,1,2,female,university
689,scholarship,benefactor,2,2,female,university
689,scholarship,endowed,3,2,female,university
689,scholarship,honors,4,2,female,university
689,scholarship,development,5,2,female,university
689,mastery,expertise,1,2,female,university
689,mastery,skill,2,2,female,university
689,mastery,proficiency,3,2,female,university
689,mastery,command,4,2,female,university
689,mastery,adeptness,5,2,female,university
689,expertise,technical,1,2,female,university
689,expertise,methodical,2,2,female,university
689,expertise,analytical,3,2,female,university
689,expertise,strategic,4,2,female,university
689,expertise,systematic,5,2,female,university
690,creative,genius,1,2,female,university
690,creative,talent,2,2,female,university
690,creative,colorful,3,2,female,university
690,creative,abstract,4,2,female,university
690,creative,thinking outside the box,5,2,female,university
690,strategic,efficiency,1,2,female,university
690,strategic,prioritization,2,2,female,university
690,strategic,diplomacy,3,2,female,university
690,strategic,alignment,4,2,female,university
690,strategic,innovation,5,2,female,university
690,intuition,inner voice,1,2,female,university
690,intuition,perception,2,2,female,university
690,intuition,understanding,3,2,female,university
690,intuition,hunch,4,2,female,university
690,intuition,awareness,5,2,female,university
690,mensa,knowledge,1,2,female,university
690,mensa,thinkers,2,2,female,university
690,mensa,logic,3,2,female,university
690,mensa,mensans,4,2,female,university
690,mensa,aptitude,5,2,female,university
690,resourceful,intelligent,1,2,female,university
690,resourceful,capable,2,2,female,university
690,resourceful,multitalented,3,2,female,university
690,resourceful,enterprising,4,2,female,university
690,resourceful,quick-thinking,5,2,female,university
691,brain,neurons,1,2,female,university
691,brain,intelligence,2,2,female,university
691,brain,memory,3,2,female,university
691,brain,cognition,4,2,female,university
691,brain,cortex,5,2,female,university
691,learning,discovery,1,2,female,university
691,learning,understanding,2,2,female,university
691,learning,research,3,2,female,university
691,learning,intelligence,4,2,female,university
691,learning,skill,5,2,female,university
691,wisdom,adaptation,1,2,female,university
691,wisdom,perspective,2,2,female,university
691,wisdom,clarity,3,2,female,university
691,wisdom,growth,4,2,female,university
691,wisdom,socrates,5,2,female,university
691,iq,cognition,1,2,female,university
691,iq,score,2,2,female,university
691,iq,assessment,3,2,female,university
691,iq,brain,4,2,female,university
691,iq,logic,5,2,female,university
691,creativity,fantasy,1,2,female,university
691,creativity,dreams,2,2,female,university
691,creativity,ingenuity,3,2,female,university
691,creativity,risk-taking,4,2,female,university
691,creativity,open-mindedness,5,2,female,university
692,knowledge,innovation,1,2,female,university
692,knowledge,truth,2,2,female,university
692,knowledge,mentoring,3,2,female,university
692,knowledge,cognition,4,2,female,university
692,knowledge,depth,5,2,female,university
692,thought,reasoning,1,2,female,university
692,thought,analysis,2,2,female,university
692,thought,understanding,3,2,female,university
692,thought,contemplation,4,2,female,university
692,thought,concept,5,2,female,university
692,analysis,theory,1,2,female,university
692,analysis,numbers,2,2,female,university
692,analysis,process,3,2,female,university
692,analysis,objective,4,2,female,university
692,analysis,analytics,5,2,female,university
692,comprehension,assimilation,1,2,female,university
692,comprehension,retention,2,2,female,university
692,comprehension,intelligence,3,2,female,university
692,comprehension,analysis,4,2,female,university
692,comprehension,decoding,5,2,female,university
692,insight,evaluation,1,2,female,university
692,insight,synthesis,2,2,female,university
692,insight,perspective,3,2,female,university
692,insight,experience,4,2,female,university
692,insight,cognitive,5,2,female,university
693,innovation,patents,1,2,female,university
693,innovation,discovery,2,2,female,university
693,innovation,artificial intelligence,3,2,female,university
693,innovation,pioneering,4,2,female,university
693,innovation,transformation,5,2,female,university
693,problem-solving,algorithm,1,2,female,university
693,problem-solving,heuristics,2,2,female,university
693,problem-solving,insight,3,2,female,university
693,problem-solving,optimization,4,2,female,university
693,problem-solving,collaboration,5,2,female,university
693,curiosity,imagination,1,2,female,university
693,curiosity,open-mindedness,2,2,female,university
693,curiosity,puzzles,3,2,female,university
693,curiosity,challenge,4,2,female,university
693,curiosity,ambition,5,2,female,university
693,understanding,acumen,1,2,female,university
693,understanding,discernment,2,2,female,university
693,understanding,intuition,3,2,female,university
693,understanding,sensitivity,4,2,female,university
693,understanding,interpretation,5,2,female,university
693,acumen,talent,1,2,female,university
693,acumen,mastery,2,2,female,university
693,acumen,aptitude,3,2,female,university
693,acumen,quick-witted,4,2,female,university
693,acumen,perspicacity,5,2,female,university
694,intellect,education,1,2,female,university
694,intellect,wisdom,2,2,female,university
694,intellect,brilliance,3,2,female,university
694,intellect,savvy,4,2,female,university
694,intellect,acumen,5,2,female,university
694,smart,inquisitive,1,2,female,university
694,smart,curious,2,2,female,university
694,smart,learned,3,2,female,university
694,smart,profound,4,2,female,university
694,smart,competent,5,2,female,university
694,genius,tesla,1,2,female,university
694,genius,electricity,2,2,female,university
694,genius,inventor,3,2,female,university
694,genius,unconventional,4,2,female,university
694,genius,foresight,5,2,female,university
694,education,enlightenment,1,2,female,university
694,education,discovery,2,2,female,university
694,education,discussions,3,2,female,university
694,education,thesis,4,2,female,university
694,education,analysis,5,2,female,university
694,cognitive,mind,1,2,female,university
694,cognitive,cognition,2,2,female,university
694,cognitive,consciousness,3,2,female,university
694,cognitive,recognition,4,2,female,university
694,cognitive,cognitive science,5,2,female,university
695,mental,therapy,1,2,female,university
695,mental,care,2,2,female,university
695,mental,illness,3,2,female,university
695,mental,health,4,2,female,university
695,mental,psychology,5,2,female,university
695,awareness,self-awareness,1,2,female,university
695,awareness,introspection,2,2,female,university
695,awareness,reflection,3,2,female,university
695,awareness,empathy,4,2,female,university
695,awareness,mindfulness,5,2,female,university
695,reasoning,problem-solving,1,2,female,university
695,reasoning,decision-making,2,2,female,university
695,reasoning,inference,3,2,female,university
695,reasoning,evidence,4,2,female,university
695,reasoning,coherence,5,2,female,university
695,logic,order,1,2,female,university
695,logic,cognition,2,2,female,university
695,logic,sense,3,2,female,university
695,logic,proposition,4,2,female,university
695,logic,function,5,2,female,university
696,intelligence tests,giftedness,1,2,female,university
696,intelligence tests,eq,2,2,female,university
696,intelligence tests,achievement,3,2,female,university
696,intelligence tests,standardized,4,2,female,university
696,intelligence tests,bias,5,2,female,university
696,aptitude,gifted,1,2,female,university
696,aptitude,inclination,2,2,female,university
696,aptitude,natural,3,2,female,university
696,aptitude,evaluation,4,2,female,university
696,aptitude,performance,5,2,female,university
696,savvy,strategic,1,2,female,university
696,savvy,perceptive,2,2,female,university
696,savvy,resourceful,3,2,female,university
696,savvy,street-smart,4,2,female,university
696,savvy,experienced,5,2,female,university
696,mental agility,creativity,1,2,female,university
696,mental agility,puzzles,2,2,female,university
696,mental agility,adaptability,3,2,female,university
696,mental agility,quick-thinking,4,2,female,university
696,mental agility,intelligence,5,2,female,university
696,cleverness,curiosity,1,2,female,university
696,cleverness,imagination,2,2,female,university
696,cleverness,originality,3,2,female,university
696,cleverness,sagacity,4,2,female,university
696,cleverness,enlightenment,5,2,female,university
697,intellectual,cultural capital,1,2,female,university
697,intellectual,seminar,2,2,female,university
697,intellectual,cerebral,3,2,female,university
697,intellectual,ideology,4,2,female,university
697,intellectual,mentality,5,2,female,university
697,think,consciousness,1,2,female,university
697,think,meditation,2,2,female,university
697,think,theory,3,2,female,university
697,think,conceptualize,4,2,female,university
697,think,enlightenment,5,2,female,university
697,brilliance,genius,1,2,female,university
697,brilliance,intelligence,2,2,female,university
697,brilliance,shine,3,2,female,university
697,brilliance,mastery,4,2,female,university
697,brilliance,insight,5,2,female,university
697,savvy,market-savvy,1,2,female,university
697,savvy,investment,2,2,female,university
697,savvy,stocks,3,2,female,university
697,savvy,trading,4,2,female,university
697,savvy,finance,5,2,female,university
697,shrewd,quick-witted,1,2,female,university
697,shrewd,deliberate,2,2,female,university
697,shrewd,careful,3,2,female,university
697,shrewd,skillful,4,2,female,university
697,shrewd,worldly-wise,5,2,female,university
698,intelligent design,controversy,1,2,female,university
698,intelligent design,religion,2,2,female,university
698,intelligent design,science,3,2,female,university
698,intelligent design,irreducible,4,2,female,university
698,intelligent design,teleology,5,2,female,university
698,enlightenment,awakening,1,2,female,university
698,enlightenment,intellectual,2,2,female,university
698,enlightenment,progress,3,2,female,university
698,enlightenment,reason,4,2,female,university
698,enlightenment,science,5,2,female,university
698,expertise,proficiency,1,2,female,university
698,expertise,specialist,2,2,female,university
698,expertise,expert opinion,3,2,female,university
698,expertise,experience,4,2,female,university
698,expertise,credible,5,2,female,university
698,proficiency,professionalism,1,2,female,university
698,proficiency,workmanship,2,2,female,university
698,proficiency,polish,3,2,female,university
698,proficiency,acumen,4,2,female,university
698,proficiency,artistry,5,2,female,university
