response,response_correct,response_frequency,spelling_check,acronym_check,acronym_candidate
learning outcomes,,2,,,
learning process,,1,,,
learning strategies,,2,,,
learning styles,,2,,,
learning theories,,1,,,
learning to bike,,1,,,
learning to drive,,2,,,
learning to swim,,2,,,
lease agreement,,1,,,
lecture,,2,,,
lecture halls,,3,,,
lectures,,57,,,
lectures halls,,1,,,
legacy,,2,,,
legacy students,,1,,,
legal analysis,,1,,,
legal assistant,,1,,,
legal battles,,1,,,
legal protection,,2,,,
legal subpoenas,,1,,,
legends,,1,,,
lesson plans,,1,,,
lessons,,2,,,
letter grades,,1,,,
letters,,2,,,
lexicography,,1,,,
lexicology,,1,likely misspelled,,
lexicon,,1,,,
liberal arts,,1,,,
librarian,,1,,,
librarians,,1,,,
libraries,,24,,,
library,,44,,,
library assistant,,1,,,
library card,,1,,,
library study sessions,,1,,,
licensing,,3,,,
life coach,,2,,,
life experience,,2,,,
life experiences,,2,,,
life goals,,1,,,
life lessons,,9,,,
life s meaning,,1,,,
life skills,,1,,,
lifelong learning,,15,,,
lifelong lessons,,1,,,
lifespan development,,1,,,
light,,2,,,
light and color,,1,,,
light bulb,,5,,,
light show,,1,,,
light speed,,1,,,
light year,,1,,,
light years,,1,,,
lightning round games,,1,,,
linear algebra,,2,,,
linear equations,,1,,,
linear thinking,,1,,,
linguistic ability,,1,,,
linguistic analysis,,1,,,
linguistic anthropology,,1,,,
linguistic diversity,,1,,,
linguistic skill,,1,,,
linguistic skills,,1,,,
linguistics,,43,,,
linguists,,1,,,
listening,,8,,,
listening carefully,,1,,,
listening skills,,1,,,
listening without judgment,,1,,,
literacy programs,,1,,,
literary agent,,1,,,
literary analysis,,4,,,
literary awards,,1,,,
literary criticism,,1,,,
literary festivals,,1,,,
literary journals,,2,,,
literature,,53,,,
literature analyses,,1,,,
literature analysis,,2,,,
literature class,,1,,,
literature history,,1,,,
literature professors,,1,,,
literature review,,4,,,
literature search,,1,,,
litigation,,1,,,
lively,,2,,,
loans,,2,,,
local scholarships,,2,,,
lock picking,,1,,,
locker,,1,,,
locker combination,,1,,,
logic,,95,,,
logic bombs,,2,,,
logic circuits,,1,,,
logic games,,6,,,
logic gates,,3,,,
logic grid puzzles,,2,,,
logic grids,,1,,,
logic problems,,2,,,
logic puzzles,,30,,,
logic questions,,1,,,
logic riddles,,1,,,
logic skills,,1,,,
logic statements,,1,,,
logic tests,,1,,,
logical,,3,,,
logical analysis,,1,,,
logical fallacies,,9,,,
logical puzzles,,1,,,
logical reasoning,,16,,,
logical thinking,,5,,,
loners,,1,,,
long books,,1,,,
long discussions,,1,,,
long study hours,,1,,,
long term planning,,1,,,
lookout point on a road trip,,1,,,
loop quantum gravity,,1,,,
love letters,,1,,,
lunar landings,,1,,,
lunchroom,,1,,,
lunchtime,,1,,,
luxury lifestyle,,1,,,
mRNA vaccines,,2,likely misspelled,,
machine ethics,,1,,,
machine learning,,59,,,
machine learning challenges,,1,,,
machine translation,,1,,,
macroeconomics,,1,,,
magazines,,1,,,
magic tricks,,2,,,
magnetism,,3,,,
magnets,,1,,,
majors,,3,,,
making informed decisions,,1,,,
making time for others,,1,,,
malaria,,1,,,
malware,,2,,,
mammals,,1,,,
management,,2,,,
manager,,1,,,
managing finances,,1,,,
managing money,,1,,,
managing to save for a significant purchase,,1,,,
maneuvering,,1,,,
manipulative,,1,,,
manuscript submission,,1,,,
maps,,1,,potentially an acronym,Monitoring Avian Productivity and Survivorship
marathon completion,,1,,,
marine biologist,,1,,,
marine biology,,1,,,
markers,,1,,,
market,,1,,,
market analysis,,3,,,
market competition,,1,,,
market exclusivity,,1,,,
market research,,1,,,
market savvy,,1,,,
market trends,,3,,,
marketing,,9,,,
marketing strategies,,1,,,
marriage,,2,,,
martial arts,,1,,,
mass,,1,,,
master,,1,,,
master of business administration,,1,,,
master of disguise,,1,,,
master s,,1,,,
master s degree,,3,,,
mastermind,,1,,,
mastery,,3,,,
mastery of a subject,,1,,,
mastery of an art,,1,,,
matches,,1,,,
matchstick puzzles,,1,,,
material advantage,,1,,,
material culture,,1,,,
materials testing,,1,,,
math,,43,,,
math Olympiad,,1,,,
math class,,1,,,
math competitions,,1,,,
math problems,,3,,,
math quiz,,1,,,
math skills,,4,,,
mathematical ability,,3,,,
mathematical formulas,,1,,,
mathematical modeling,,1,,,
mathematical models,,2,,,
mathematical physics,,1,,,
mathematical puzzles,,1,,,
mathematical skill,,1,,,
mathematical skills,,1,,,
mathematician,,2,,,
mathematicians,,5,,,
mathematics,,87,,,
maths,,1,likely misspelled,,
matrix,,2,,,
maturity,,3,,,
maze,,1,,,
mazes,,1,,,
meal planning,,1,,,
meal prep,,1,,,
measure theory,,1,,,
measurement,,3,,,
measuring tools,,1,,,
mechanical gears,,1,,,
mechanical issues,,1,,,
mechanical puzzles,,1,,,
mechanical repairs,,1,,,
mechanical solutions,,1,,,
mechanically inclined,,1,,,
mechanics,,2,,,
media analysis,,1,,,
media literacy,,1,,,
media personality,,1,,,
media savvy,,1,,,
mediation,,2,,,
medical advancements,,1,,,
medical breakthroughs,,1,,,
medical journals,,1,,,
medical research,,3,,,
medical researchers,,1,,,
medical robots,,1,,,
medicine,,10,,,
medieval castles,,1,,,
medieval philosophy,,1,,,
meditation,,11,,,
member criteria,,1,,,
membership benefits,,2,,,
membership card,,1,,,
membership criteria,,2,,,
membership requirements,,1,,,
memes,,1,,,
memorable books,,1,,,
memorable meals,,1,,,
memorable movies,,1,,,
memories,,1,,,
memorization,,3,,,
memory,,51,,,
memory cards,,1,,,
memory disorders,,1,,,
memory enhancement,,1,,,
memory flashcards,,1,,,
memory foam mattress,,1,,,
memory formation,,1,,,
memory game,,1,,,
memory games,,2,,,
memory loss,,2,,,
memory retention,,1,,,
memory tests,,1,,,
mental,,1,,,
mental ability,,4,,,
mental abstraction,,1,,,
mental acuity,,3,,,
mental acumen,,1,,,
mental age,,6,,,
mental agility,,16,,,
mental calculation,,1,,,
mental capacity,,7,,,
mental challenges,,2,,,
mental development,,1,,,
mental disorders,,1,,,
mental effort,,1,,,
mental exercise,,3,,,
mental exercises,,2,,,
mental fitness,,2,,,
mental flexibility,,2,,,
mental health,,17,,,
mental illness,,3,,,
mental math,,1,,,
mental models,,2,,,
mental process,,1,,,
mental processes,,2,,,
mental prowess,,1,,,
mental resilience,,1,,,
mental sharpness,,2,,,
mental sport,,3,,,
mental stamina,,1,,,
mental wellness,,3,,,
mentally acute,,1,,,
mentor,,7,,,
mentor teachers,,1,,,
mentoring,,5,,,
mentors,,7,,,
mentorship,,12,likely misspelled,,
mentorship experiences,,1,likely misspelled,,
mentorship programs,,4,likely misspelled,,
mentos and coke,,1,likely misspelled,,
mergers and acquisitions,,1,,,
merit,,2,,,
merit based,,6,,,
merit based awards,,1,,,
merit certificates,,1,,,
merit scholarships,,2,,,
metabolism,,1,,,
metacognition,,1,likely misspelled,,
metalworking,,2,,,
metaphysics,,8,,,
meteorites,,1,,,
methodology,,13,,,
methodology scrutiny,,1,,,
meticulous,,1,,,
mice,,1,,potentially an acronym,"Meetings, Incentives, Conferences, Exhibitions tourism"
microeconomics,,1,,,
microphone,,1,,,
microscope,,2,,,
microscopes,,1,,,
microwave oven,,1,,,
middle game,,1,,,
midterm exams,,1,,,
midterm grades,,1,,,
military,,2,,,
military budgets,,1,,,
military intelligence,,1,,,
military scholarships,,1,,,
military tactics,,1,,,
mind,,5,,,
mind blowing,,1,,,
mind body problem,,3,,,
mind games,,2,,,
mind mapping,,1,,,
mind sport,,1,,,
mindfulness,,22,,,
mindfulness meditation,,3,,,
minority rights,,1,,,
minority scholarships,,5,,,
minors,,2,,,
missing person,,1,,,
mission control,,1,,,
mixed reality,,2,,,
mixtures,,1,,,
mnemonic devices,,2,,,
mobile apps,,10,,,
mobile banking,,1,,,
mobile development,,1,,,
mobile payments,,1,,,
mobile phones,,1,,,
mobile puzzle games,,1,,,
mobile trivia apps,,1,,,
modeling,,1,,,
modelling,,1,likely misspelled,,
models,,1,,,
modern philosophy,,1,,,
modernism,,1,,,
molecular biology,,1,,,
molecular neuroscience,,2,,,
molecules,,1,,,
moles,,1,,,
momentum,,1,,,
monetization,,1,likely misspelled,,
money,,4,,,
money making,,1,,,
money management,,1,,,
monitors,,1,,,
monopoly,,2,,,
mood,,1,,,
moon landing,,1,,,
moon landing hoax,,1,,,
moral dilemmas,,3,,,
moral implications,,1,,,
moral philosophy,,1,,,
morality,,4,,,
morals,,3,,,
morning announcements,,1,,,
morphology,,3,,,
motifs,,1,,,
motion,,3,,,
motivated students,,1,,,
motivation,,16,,,
motivational theories,,1,,,
motivations,,1,,,
motor neuron disease,,1,,,
motor neurone disease,,1,likely misspelled,,
motor neurons,,1,,,
motor skills,,1,,,
motorized wheelchair,,1,,,
movie box office numbers,,1,,,
movie quotes,,1,,,
movie trivia,,1,,,
movies,,3,,,
moving strategies,,1,,,
multiculturalism,,2,,,
multilingualism,,1,,,
multiplayer quiz,,1,,,
multiple choice,,1,,,
multiple intelligences,,1,likely misspelled,,
multiple sclerosis,,1,,,
multiplication,,1,,,
multitasking,,4,,,
multiverse,,3,,,
multiverse theory,,1,,,
mural,,1,,,
mural painting,,3,,,
murals,,1,,,
murder case,,1,,,
murder mystery games,,1,,,
museums,,1,,,
music,,10,,,
music bands,,1,,,
music class,,1,,,
music composition,,1,,,
music rights,,1,,,
music scholarships,,1,,,
music trivia,,1,,,
musician,,1,,,
mustache,,3,,,
mutual respect,,1,,,
my dear Watson,,1,,,
myopia,,1,,,
mysteries,,3,,,
mysteries of the universe,,1,,,
mystery,,7,,,
mystery boxes,,1,,,
mystery games,,1,,,
mystery movie,,2,,,
mystery novels,,5,,,
mystery podcasts,,1,,,
mystery shows,,1,,,
mystery solver,,1,,,
mythology,,1,,,
myths,,1,,,
names,,1,,,
nano technology,,1,likely misspelled,,
nanocomposites,,1,likely misspelled,,
nanoengineering,,1,likely misspelled,,
nanosensors,,1,likely misspelled,,
nanotechnology,,12,,,
narrative essays,,1,,,
narrative structure,,1,,,
nation state hackers,,1,,,
national guard,,1,,,
national resilience,,1,,,
national scholarships,,1,,,
national security,,6,,,
natural language processing,,4,,,
natural selection,,2,,,
natural talent,,1,,,
naturalism,,1,,,
nature,,2,,,
nature versus nurture,,1,,,
nature vs nurture,,3,,,
navigating complexity,,1,,,
navigation,,1,,,
need based,,5,,,
need based aid,,1,,,
need based assistance,,1,,,
needlework,,1,,,
negotiating,,2,,,
negotiation,,17,,,
negotiation precision,,1,,,
negotiation skills,,2,,,
negotiations,,2,,,
nerd,,5,,,
nerd culture,,2,,,
nerds,,4,,,
nerdy,,1,,,
nerve impulses,,1,,,
nerves,,1,,,
nervous system,,1,,,
network administration,,1,,,
network security,,3,,,
network setup,,1,,,
networking,,17,,,
networking events,,2,,,
networking opportunities,,4,,,
neural circuits,,2,,,
neural coding,,1,,,
neural development,,4,,,
neural network,,1,,,
neural networks,,10,,,
neuroanatomy,,3,likely misspelled,,
neurobiology,,2,likely misspelled,,
neurochemistry,,2,likely misspelled,,
neurodegenerative diseases,,3,likely misspelled,,
neuroethics,,5,likely misspelled,,
neurogenesis,,3,likely misspelled,,
neurogenetics,,1,likely misspelled,,
neuroimaging,,3,likely misspelled,,
neuroinflammation,,1,likely misspelled,,
neurolinguistics,,2,likely misspelled,,
neurologist,,2,,,
neurology,,10,,,
neurons,,8,,,
neuropharmacology,,4,likely misspelled,,
neuroplasticity,,12,likely misspelled,,
neuropsychology,,4,likely misspelled,,
neuroscience,,57,,,
neuroscientist,,2,likely misspelled,,
neuroscientists,,1,likely misspelled,,
neurosurgery,,2,,,
neurotechnology,,1,likely misspelled,,
neurotransmitters,,5,,,
neutrinos,,2,,,
new cultures,,2,,,
new experiences,,1,,,
new foods,,1,,,
new gadgets,,1,,,
new ideas,,1,,,
new recipes,,1,,,
new technology,,2,,,
news,,1,,potentially an acronym,Navy Electronic Warfare Simulator
news briefing,,1,,,
news reports,,1,,,
newspaper puzzles,,1,,,
newspapers,,3,,,
next big thing,,1,,,
niche markets,,1,,,
night,,1,,,
night classes,,1,,,
noir films,,1,likely misspelled,,
non disclosure agreements,,1,,,
non fiction,,4,,,
non judgmental,,1,,,
non verbal communication,,2,,,
non verbal communication differences,,1,,,
non verbal cues,,1,,,
nostalgia,,2,,,
note taking,,7,,,
notebook,,1,,,
notebooks,,6,,,
notepads,,1,,,
notes,,4,,,
noticing details,,1,,,
novel,,1,,,
novel writing,,2,,,
novels,,10,,,
nuance,,1,,,
nuclear,,2,,,
nuclear physics,,1,,,
nuclear power,,2,,,
nucleic acids,,1,,,
null hypothesis,,1,,,
number games,,1,,,
number puzzles,,4,,,
number theory,,1,,,
numbers,,6,,,
numerical ability,,1,,,
numerical analysis,,1,,,
numerical reasoning,,1,,,
numerical sequences,,1,,,
nursing assistant,,1,,,
nurturing friendships,,1,,,
nutrition,,2,,,
nutritionist,,1,,,
objective,,1,,,
objective analysis,,1,,,
objectivity,,4,,,
observant,,1,,,
observation,,8,,,
observation skills,,1,,,
observations,,1,,,
observing a medical procedure,,1,,,
observing animal behavior,,1,,,
observing animal behavior at a zoo,,1,,,
observing cooking methods,,1,,,
observing crowd dynamics at an event,,1,,,
observing stock market trends,,1,,,
observing traffic patterns,,1,,,
ocean cleanup technologies,,1,,,
ocean depths,,2,,,
off roading,,1,likely misspelled,,
offering help,,1,,,
office,,2,,,
office hours,,7,,,
office work,,1,,,
old,,3,,,
old age,,3,,,
old books,,1,,,
old friends,,1,,,
old men with beards,,1,,,
old movies,,1,,,
omega,,1,,,
online articles,,1,,,
online banking,,3,,,
online chess,,5,,,
online classes,,3,,,
online communities,,1,,,
online courses,,13,,,
online dating,,1,,,
online degrees,,1,,,
online education,,3,,,
online forums,,2,,,
online learning,,2,,,
online learning platforms,,1,,,
online privacy,,2,,,
online quizzes,,1,,,
online safety,,1,,,
online security,,1,,,
online shopping,,6,,,
online shopping recommendations,,1,,,
online tournaments,,1,,,
online tutorials,,1,,,
ontology,,3,,,
open minded,,1,,,
open mindedness,,12,,,
open source,,4,,,
open to new experiences,,1,,,
opening moves,,4,,,
opening theory,,2,,,
openings,,2,,,
openness,,4,,,
operating systems,,2,,,
operational efficiency,,1,,,
operational optimization,,1,,,
operations,,1,,,
operations research,,1,,,
opinion,,1,,,
opinion pieces,,1,,,
opinionated,,1,,,
opinions,,6,,,
opportunities,,3,,,
opportunity,,3,,,
optical illusions,,2,,,
optics,,1,,,
optimization,,10,,,
orbital mechanics,,1,,,
orbitals,,1,,,
orchestration,,1,,,
order,,1,,,
organ,,1,,,
organic molecules,,1,,,
organization,,3,,,
organized,,1,,,
organizing,,1,,,
origami,,1,,,
originality,,5,,,
outcomes,,3,,,
outdoors,,1,,,
outer space,,3,,,
outlines,,1,,,
outstanding students,,1,,,
oven,,1,,,
overcoming a fear,,3,,,
overcoming a personal challenge,,1,,,
overcoming challenges,,1,,,
overcoming obstacles,,1,,,
owl,,1,,,
ownership,,1,,,
owning a home,,3,,,
ozone layer,,1,,,
p value,,1,,,
packing,,2,,,
pages,,4,,,
pain,,1,,,
painter,,1,,,
painting,,7,,,
pandemic,,1,,,
panpsychism,,1,likely misspelled,,
paper,,2,,,
paperbacks,,1,,,
papers,,8,,,
parallel computing,,1,,,
parallel universes,,2,,,
paralysis,,1,,,
paramedic,,1,,,
parent teacher meetings,,1,,,
parental approval,,1,,,
parenting styles,,1,,,
part time work,,1,,,
partial scholarship,,1,,,
partial scholarships,,2,,,
participant observation,,1,,,
participation,,1,,,
particle accelerator,,1,,,
particle accelerators,,2,,,
particle physics,,3,,,
particle wave duality,,1,,,
particles,,3,,,
partnership commitments,,1,,,
passing,,1,,,
passing scores,,1,,,
passion,,1,,,
password management,,1,,,
passwords,,3,,,
patent,,1,,,
patent attorney,,1,,,
patent claim,,1,,,
patent expiration,,1,,,
patent office,,1,,,
patent pool,,1,,,
patent renewal,,1,,,
patent search,,1,,,
patent strategy,,1,,,
patent trolls,,1,,,
patent wars,,1,,,
patents,,32,,,
patents law,,1,,,
patience,,23,,,
pattern puzzles,,1,,,
pattern recognition,,6,,,
patterns,,7,,,
pawn,,3,,,
pawn promotion,,1,,,
pawn structure,,3,,,
pawns,,4,,,
paycheck deductions,,1,,,
peace,,3,,,
peace efforts,,1,,,
peace of mind,,1,,,
pedagogy,,2,,,
peer admiration,,1,,,
peer connections,,1,,,
peer discussion,,1,,,
peer discussions,,1,,,
peer feedback,,1,,,
peer group,,1,,,
peer groups,,1,,,
peer mentoring,,1,,,
peer pressure,,2,,,
peer recognition,,4,,,
peer recommendations,,1,,,
peer review,,24,,,
peer reviewed,,3,,,
peer reviewed articles,,1,,,
peer reviewed journals,,3,,,
peer to peer networks,,1,,,
peers,,4,,,
pen pal,,1,,,
pencil,,1,,,
pencils,,5,,,
pendulum,,1,,,
penetration testing,,2,,,
penmanship,,1,,,
pens,,1,,,
pep rally,,1,,,
pep talks,,1,,,
percent,,1,,,
percentages,,1,,,
percentile rank,,1,,,
percentile ranks,,2,,,
perception,,17,,,
perception in leadership,,1,,,
perceptive,,6,,,
perceptiveness,,3,,,
perceptual adaptation,,1,,,
perfectionist,,2,,,
performance,,2,,,
performance art,,2,,,
performance evaluation,,1,,,
performance metrics,,2,,,
performance reviews,,1,,,
perfume selection,,1,,,
periodic table,,2,,,
periodic trends,,1,,,
periodicals,,1,,,
persecution due to sexuality,,1,,,
perseverance,,5,,,
personal achievement,,1,,,
personal achievements,,1,,,
personal assistant bots,,1,,,
personal assistants,,1,,,
personal blog,,1,,,
personal computer,,2,,,
personal computing,,1,,,
personal computing revolution,,1,,,
personal data,,1,,,
personal development,,5,,,
personal diary,,2,,,
personal finance,,1,,,
personal fulfillment,,1,,,
personal growth,,13,,,
personal identity,,1,,,
personal journals,,1,,,
personal statement,,1,,,
personality,,1,,,
personality assessment,,1,,,
personality development,,1,,,
personality disorders,,1,,,
personality tests,,2,,,
personality traits,,1,,,
personalization,,1,likely misspelled,,
personalized advertising,,1,,,
personalized medicine,,6,,,
personalized recommendations,,1,,,
perspective,,15,,,
perspective taking,,2,,,
perspectives,,1,,,
persuasion,,5,,,
persuasive,,2,,,
persuasive speaking,,3,,,
pet ownership,,1,,,
pet training,,2,,,
petri dishes,,1,likely misspelled,,
petrochemicals,,1,,,
pharmaceuticals,,5,,,
pharmacy,,1,,,
phenomenology,,2,,,
phenotypes,,1,,,
philanthropist,,1,,,
philanthropy,,4,,,
philosopher,,2,,,
philosopher s stone,,1,,,
philosophers,,7,,,
philosophical debates,,1,,,
philosophical reasoning,,2,,,
philosophy,,83,,,
philosophy class,,2,,,
philosophy courses,,1,,,
philosophy majors,,1,,,
philosophy of history,,1,,,
philosophy of language,,1,,,
philosophy of mind,,6,,,
philosophy of religion,,1,,,
philosophy of science,,2,,,
phishing scams,,1,,,
phonetics,,5,,,
phonology,,4,,,
photographic memory,,1,,,
photography,,8,,,
photonic qubits,,1,likely misspelled,,
photons,,3,,,
photosynthesis,,1,,,
phrases,,1,,,
physical cosmology,,1,,,
physical education,,3,,,
physical fitness,,1,,,
physical health,,1,,,
physical limitations,,1,,,
physical therapist,,1,,,
physicist,,8,,,
physicists,,5,,,
physics,,58,,,
physics class,,1,,,
physics equations,,1,,,
physics experiments,,1,,,
physics theories,,2,,,
physiotherapist,,1,,,
pi,,1,,potentially an acronym,PolyImide
pianists,,1,,,
picture puzzle,,1,,,
pig Latin,,1,,,
pilot study,,1,,,
pioneer,,1,,,
piracy,,1,,,
pirates,,1,,,
placebo,,1,,,
plagiarism,,2,,,
planets,,3,,,
planner,,2,,,
planners,,1,,,
planning,,15,,,
planning a trip,,1,,,
planning ahead,,1,,,
plant based diet,,1,,,
plant based meat,,1,,,
plastic,,1,,,
plastic pollution,,1,,,
plastics,,1,,,
platform,,1,,,
playing board games,,1,,,
playing in a band,,1,,,
playing instruments,,1,,,
playing sports,,1,,,
playwriting,,1,likely misspelled,,
plot,,4,,,
plumber,,1,,,
plumbing,,1,,,
pocket protector,,1,,,
podcast downloads,,1,,,
podcasting,,3,,,
podcasts,,8,,,
podium,,2,,,
poetry,,16,,,
poets,,1,,potentially an acronym,"Portable Occultation, Eclipse, and Transit electronic-camera System"
points,,1,,,
poker strategies,,2,,,
police body cameras,,1,,,
police officer,,1,,,
policy,,4,,,
policy analysis,,1,,,
polio,,1,,,
polished,,1,,,
political activism,,1,,,
political campaigns,,1,,,
political debates,,1,,,
political involvement,,1,,,
political philosophy,,1,,,
political warfare,,1,,,
politics,,4,,,
pollution,,3,,,
pollution control,,1,,,
polyglot,,1,,,
polygraph test,,1,,,
polymath,,1,,,
polymers,,1,,,
pop art,,1,,,
pop culture,,1,,,
pop quizzes,,1,,,
popular science author,,2,,,
population,,1,,,
positional,,1,,,
positional play,,2,,,
positive attitude,,1,,,
positive impact,,1,,,
positive psychology,,2,,,
positivism,,1,,,
post quantum cryptography,,1,,,
postcolonial critique,,1,,,
postcolonial studies,,1,,,
postdoc,,2,,,
postgraduate,,3,,,
postgraduate studies,,1,,,
postmodernism,,4,,,
posts,,2,,,
potato clock,,1,,,
potential,,8,,,
potential energy,,1,,,
pottery,,2,,,
power,,2,,,
powerful CEO,,1,,,
practical,,1,,,
practical intelligence,,1,,,
practical knowledge,,2,,,
practical thinking,,1,,,
practice,,4,,,
pragmatics,,4,,,
pragmatism,,1,,,
precision,,4,,,
prediction,,1,,,
predictive algorithms,,1,,,
predictive analytics,,1,likely misspelled,,
predictive modeling,,1,,,
predictive models,,1,,,
predictive text,,1,,,
predictive texting,,1,,,
prejudice,,1,,,
premises,,2,,,
premonition,,1,,,
preparation,,4,,,
preprints,,1,likely misspelled,,
preschool,,1,,,
presentation,,8,,,
presentation scores,,1,,,
presentations,,24,,,
presidential debates,,1,,,
presidential elections,,1,,,
presidents,,1,,,
pressure,,1,,,
prestige,,1,,,
prestigious universities,,1,,,
pricing strategies,,1,,,
pride,,1,,,
primary source,,1,,,
primary sources,,1,,,
prime numbers,,1,,,
principal,,1,,,
principals,,1,,,
principles,,3,,,
printing press,,2,,,
prior art,,1,,,
prioritization,,1,,,
prioritizing,,1,,,
privacy,,3,,,
private eye,,1,,,
private key,,1,,,
private schools,,1,,,
probability,,2,,,
problem sets,,1,,,
problem solver,,8,,,
problem solving,,168,,,
problem solving skills,,3,,,
process improvement,,1,,,
prodigy,,3,,,
prodigy child,,1,,,
product comparison,,1,,,
product design,,1,,,
product development,,4,,,
product testing,,1,,,
productivity,,4,,,
products,,1,,,
professional advancement,,1,,,
professional certification,,1,,,
professional development,,10,,,
professional growth,,2,,,
professional opportunities,,1,,,
professional respect,,1,,,
professional skills,,1,,,
professional success,,3,,,
professor,,34,,,
professors,,45,,,
professors assistant,,1,,,
professorship,,2,,,
proficiency,,9,,,
proficiency tests,,1,,,
proficient,,6,,,
profundity,,1,,,
programmers,,1,,,
programming,,24,,,
programming contests,,1,,,
programming languages,,8,,,
progress,,2,,,
progress reports,,1,,,
progression,,1,,,
progressive thinking,,1,,,
project,,2,,,
project completion,,1,,,
project management,,14,,,
projects,,22,,,
prom,,4,,,
prom dress,,1,,,
prom night,,2,,,
proof,,3,,,
proofreading,,1,,,
proofs,,5,,,
property law,,1,,,
prosecuted for being gay,,1,,,
prosecution for homosexuality,,1,,,
prosthetics,,2,likely misspelled,,
protection detail,,1,,,
proteins,,1,,,
proteomics,,1,likely misspelled,,
prototypes,,2,,,
prototyping,,1,,,
protractor,,1,,,
proud parents,,1,,,
proverbs,,5,,,
prudence,,2,,,
psychiatry,,2,,,
psycholinguistics,,3,likely misspelled,,
psychological assessment,,3,,,
psychological disorders,,1,,,
psychological insight,,4,,,
psychological research,,4,,,
psychological testing,,1,,,
psychological theories,,2,,,
psychological warfare,,1,,,
psychologist,,4,,,
psychologists,,4,,,
psychology,,53,,,
psychometrics,,3,likely misspelled,,
psychopathology,,1,,,
psychotherapy,,3,,,
pub quiz,,1,,,
public broadcasting,,1,,,
public forum,,1,,,
public health,,2,,,
public key,,1,,,
public lectures,,2,,,
public service,,1,,,
public speaker,,2,,,
public speaking,,8,,,
public transport innovations,,1,,,
public works,,1,,,
publication,,6,,,
publication bias,,1,,,
publications,,13,,,
publishing,,3,,,
publishing deal,,1,,,
publishing house,,1,,,
pulsars,,1,,,
purchasing power,,1,,,
purpose of life,,1,,,
pursuing further education,,1,,,
puzzle,,4,,,
puzzle apps,,2,,,
puzzle books,,3,,,
puzzle boxes,,1,,,
puzzle clubs,,1,,,
puzzle competitions,,2,,,
puzzle glue,,1,,,
puzzle hunts,,1,,,
puzzle lock,,1,,,
puzzle parties,,1,,,
puzzle pieces,,1,,,
puzzle rings,,1,,,
puzzle solving,,1,,,
puzzles,,66,,,
puzzles books,,1,,,
puzzles for adults,,1,,,
puzzles games,,1,,,
puzzles in interviews,,1,,,
qualification,,1,,,
qualification criteria,,1,,,
qualifications,,1,,,
qualitative,,2,,,
qualitative analysis,,3,,,
qualitative methods,,1,,,
quantitative,,2,,,
quantitative analysis,,2,,,
quantitative data,,1,,,
quantitative methods,,1,,,
quantum advantage,,1,,,
quantum algorithms,,2,,,
quantum annealing,,1,,,
quantum bits,,1,,,
quantum chromodynamics,,1,likely misspelled,,
quantum coherence,,1,,,
quantum computing,,38,,,
quantum cryptography,,1,,,
quantum encryption,,1,,,
quantum entanglement,,2,,,
quantum field theory,,2,,,
quantum gates,,1,,,
quantum internet,,1,,,
quantum key distribution,,1,,,
quantum mechanics,,13,,,
quantum networks,,1,,,
quantum physics,,23,,,
quantum randomness,,1,,,
quantum sensors,,2,,,
quantum simulation,,1,,,
quantum software,,1,,,
quantum speedup,,1,,,
quantum supremacy,,1,,,
quantum teleportation,,2,,,
quantum tunneling,,2,,,
quarks,,1,,,
quasars,,1,,,
qubits,,1,likely misspelled,,
queen,,1,,,
queen s gambit,,2,,,
queens,,1,,,
queens gambit,,1,,,
question marks,,1,,,
questioning,,6,,,
questioning beliefs,,1,,,
questioning everything,,1,,,
questionnaire,,2,,,
questions,,4,,,
quick decision,,2,,,
quick decisions,,1,,,
quick draw,,1,,,
quick joke,,1,,,
quick learner,,4,,,
quick reflexes,,1,,,
quick thinker,,1,,,
quick thinking,,9,,,
quick witted,,12,,,
quick wittedness,,1,likely misspelled,,
quicksilver,,1,,,
quiet,,6,,potentially an acronym,Q and U Imaging ExperimenT
quiet time,,2,,,
quilting,,1,,,
quiz,,5,,,
quiz apps,,1,,,
quiz bowl,,1,,,
quizzes,,21,,,
quotes,,1,,,
race,,1,,,
race car strategies,,1,,,
racial equality,,1,,,
radiant,,1,,,
radiation,,1,,,
radio,,2,,,
rainforest,,1,likely misspelled,,
random facts,,1,,,
range anxiety,,1,,,
ranking,,1,,,
rap,,1,,potentially an acronym,Radio Access Point
rapid,,1,,,
rapid chess,,2,,,
rapport,,1,,,
rating,,1,,,
rational,,3,,,
rational arguments,,1,,,
rational choice theory,,1,,,
rational decision,,1,,,
rational decision making,,1,,,
rational decisions,,1,,,
rational thinking,,1,,,
rational thought,,2,,,
rationale,,2,,,
rationalism,,5,,,
rationality,,17,,,
rats,,1,,,
razor,,1,,,
reactions,,1,,,
reading,,91,,,
reading comprehension,,1,,,
reading glasses,,1,,,
reading lamp,,2,,,
reading lists,,1,,,
reading manuals,,1,,,
reading novels in foreign language,,1,,,
reading skills,,1,,,
reading strategies,,1,,,
reading up,,1,,,
real analysis,,2,,,
real estate,,1,,,
real estate agent,,1,,,
real estate prices,,1,,,
real world observations,,1,,,
realism,,1,,,
reality,,1,,,
realization,,3,,,
really smart,,1,,,
reason,,1,,,
reasoned arguments,,1,,,
reasoning,,70,,,
reasoning ability,,1,,,
reasoning puzzles,,1,,,
reasoning skills,,5,,,
reasoning test,,1,,,
reasoning tests,,1,,,
