response,response_correct,response_frequency,spelling_check,acronym_check,acronym_candidate
tax deduction,,1,,,
taxes,,1,,,
teachability,,1,likely misspelled,,
Teacher,,16,,,
Teachers,,11,,,
Teaching,,19,,,
Teachings,,4,,,
teams,,1,,potentially an acronym,The East African Marine System
Teamwork,,7,,,
Tech,,6,,,
Tech Giants,,2,,,
Tech-savvy,,6,,,
Technical,,10,,,
technicality,,1,,,
Technique,,17,,,
Technological,,1,,,
Technology,,66,,,
Telecommunications,,1,,,
telemedicine,,1,likely misspelled,,
Teleological,,1,,,
Telepathy,,4,,,
telephone,,1,,,
teleportation,,1,,,
Telescope,,3,,,
Telescopes,,1,,,
Temperance,,1,,,
Temperature,,1,,,
Temporal,,1,,,
temporal lobe,,1,,,
tendency,,1,,,
Tennis,,1,,,
TensorFlow,,2,,,
Tenure,,3,,,
Territory,,1,,,
Terrorism,,1,,,
Tesla,,14,,,
Test,,22,,,
Test Tube,,1,,,
Test-taking,,1,,,
Testing,,7,,,
Tests,,5,,,
Text,,3,,,
Textbook,,3,,,
Textbooks,,5,,,
Texture,,1,,,
Theater,,2,,,
Thematic,,2,,,
Theology,,2,,,
Theorem,,3,,,
Theorems,,3,,,
Theoretical,,18,,,
theoretical physics,,1,,,
theories,,8,,,
theorist,,3,,,
Theorize,,1,,,
Theory,,62,,,
Theory of Everything,,1,,,
Theory of Mind,,1,,,
therapy,,16,,,
Thermal,,1,,,
thermometer,,1,,,
Thesis,,24,,,
Think,,18,,,
think tank,,1,,,
think-tank,,1,,,
Thinker,,40,,,
Thinkers,,3,,,
Thinking,,68,,,
thinking outside the box,,1,,,
thinking pattern,,1,,,
Thomas Edison,,2,,,
thorn,,1,,,
Thorough,,3,,,
Thoroughness,,3,,,
Thought,,171,,,
Thought Experiment,,1,,,
Thought Leader,,2,,,
thought process,,1,,,
thought-experiment,,1,,,
Thought-leader,,4,,,
Thought-leadership,,1,,,
thought-process,,1,,,
Thoughtful,,30,,,
Thoughtfulness,,31,,,
Thoughts,,9,,,
Threats,,1,,,
threshold,,1,,,
Thrift,,1,,,
Thrifty,,3,,,
Thriller,,1,,,
thrive,,1,,,
Throughput,,4,,,
Time,,2,,,
time control,,1,,,
time-tested,,1,,,
Timeless,,6,,,
timeline,,2,,,
timeliness,,1,,,
tinkering,,1,,,
Tissue,,1,,,
Tolerance,,8,,,
Tome,,1,,,
Tools,,1,,,
Topology,,1,,,
Touch,,2,,,
Tough,,1,,,
Toughness,,1,,,
Tournament,,1,,,
toys,,2,,,
Trade,,2,,,
Tradecraft,,2,likely misspelled,,
Tradesman,,1,,,
trading,,1,,,
tradition,,8,,,
Traditions,,1,,,
Trailblazer,,1,,,
Trained,,5,,,
Training,,58,,,
Traits,,2,,,
Tranquility,,4,,,
transaction,,1,,,
Transcription,,1,,,
Transformation,,14,,,
Transformative,,2,likely misspelled,,
transient,,1,,,
Transition,,2,,,
Translate,,2,,,
Translation,,1,,,
Transmission,,4,,,
Transparency,,4,,,
trapping,,1,,,
Trauma,,10,,,
Trench coat,,1,,,
Trends,,11,,,
Trendsetting,,1,,,
Trendy,,5,,,
triage,,1,,,
Trial,,2,,,
Trial and Error,,4,,,
Trials,,1,,,
Tricky,,2,,,
Triggers,,3,,,
Trigonometry,,2,,,
trivia,,3,,,
Troubleshooting,,9,,,
True,,1,,,
Trust,,6,,,
truth,,31,,,
truths,,1,,,
Tuition,,8,,,
Tuition Waiver,,1,,,
tuned-in,,1,,,
Turing,,3,,,
Turing Test,,4,,,
turn,,1,,,
Tutor,,4,,,
tutored,,1,,,
Tutoring,,5,,,
tutoring systems,,1,,,
Twilight,,1,,,
twinkling,,1,,,
typing,,1,,,
Uncertainty,,1,,,
Unconscious,,5,,,
Unconventional,,8,,,
Uncover,,2,,,
undefined,,1,,,
Undercover,,6,,,
underfitting,,1,likely misspelled,,
Undergraduate,,1,,,
understand,,1,,,
Understanding,,364,,,
undisclosed,,1,,,
Unemotional,,1,,,
Unemployment,,1,,,
Unexpected,,1,,,
unexplained,,2,,,
Unique,,2,,,
Unique abilities,,1,,,
Uniqueness,,8,,,
Unity,,1,,,
Universe,,4,,,
University,,35,,,
University-town,,1,,,
Unknown,,2,,,
Unlearned,,2,,,
unnatural,,1,,,
unobservable,,1,likely misspelled,,
Unorthodox,,1,,,
Unpack,,1,,,
unparalleled,,1,,,
Unprecedented,,1,,,
unpredictability,,1,,,
Unraveling,,1,,,
unrevealed,,1,,,
Unstructured,,3,,,
Unsupervised,,3,,,
unsupervised learning,,1,,,
untaught,,1,,,
unthinking,,1,,,
Unusual,,1,,,
unwritten rules,,1,,,
Up-to-date,,1,,,
Upgrades,,1,,,
Urban,,2,,,
urban living,,1,,,
Urbane,,1,,,
urgency,,1,,,
urgent,,1,,,
Usability,,1,,,
User Experience,,3,,,
User Interface,,1,,,
User-friendly,,1,,,
Utilization,,3,,,
Vaccine,,3,,,
Vaccines,,2,,,
vague,,1,,,
Validation,,14,,,
Validity,,36,,,
Value,,3,,,
values,,1,,,
vanguard,,1,,,
Variability,,1,,,
variable,,2,,,
Variables,,14,,,
Variation,,6,,,
variety,,2,,,
Vector,,1,,,
Vectors,,2,,,
venerable,,1,,,
Venture Capital,,2,,,
Verbal,,12,,,
verbal reasoning,,1,,,
Verification,,3,,,
Versatile,,6,,,
Versatileness,,1,likely misspelled,,
Versatility,,20,,,
versed,,2,,,
vesicles,,1,,,
veteran,,8,,,
Viability,,1,,,
vibe,,2,,,
vibes,,2,,,
Vibrancy,,2,,,
vibrant,,3,,,
Victory,,2,,,
video,,1,,,
Videos,,2,,,
view,,1,,,
viewpoint,,9,,,
Vigilance,,5,,,
vigilant,,3,,,
vinegar,,1,,,
Virtual,,1,,,
Virtual Assistants,,2,,,
Virtual Reality,,3,,,
Virtue,,5,,,
virtuosity,,8,,,
virtuoso,,14,,,
Virus,,1,,,
Vision,,55,,,
Visionary,,34,,,
visual,,1,,,
Visualization,,9,,,
vivid,,5,,,
vividness,,2,,,
Vocabulary,,2,,,
Vocation,,6,,,
Vocational,,2,,,
Voice Assistants,,3,,,
Voltage,,2,,,
Voltaire,,3,,,
Volume,,6,,,
voyage,,1,,,
Vulnerable,,1,,,
WAIS,,2,likely misspelled,likely an acronym,
Wakefulness,,7,,,
warehousing,,1,,,
Warfare,,1,,,
wartime,,1,,,
wary,,3,,,
watchful,,1,,,
Watchfulness,,1,,,
water,,5,,,
Watson,,1,,,
Wearables,,1,likely misspelled,,
Wechsler,,16,likely misspelled,,
Well-being,,4,,,
well-informed,,2,,,
Well-read,,2,,,
well-trained,,1,,,
well-versed,,1,,,
wellbeing,,3,likely misspelled,,
wellness,,4,,,
Westworld,,2,likely misspelled,,
what,,1,,,
Wheel,,1,,,
Wheelchair,,1,,,
when,,1,,,
where,,1,,,
wherewithal,,1,,,
Whimsical,,2,,,
Whimsy,,2,,,
whispers,,1,,,
White matter,,1,,,
Whiteboard,,1,,,
whiz,,8,,,
whizz,,1,likely misspelled,,
whizz-bang,,1,likely misspelled,,
who,,1,,potentially an acronym,World Health Organization
why,,1,,,
Wilderness,,2,,,
wildlife,,1,,,
wiliness,,1,,,
Wily,,4,,,
wireless,,1,,,
Wiretap,,1,,,
wiretapping,,1,,,
Wiring,,1,,,
WISC,,1,,likely an acronym,
Wisdom,,249,,,
wisdom literature,,2,,,
wisdom teeth,,4,,,
Wise,,21,,,
wise words,,1,,,
wit,,19,,,
Witness,,1,,,
Witty,,17,,,
wizard,,3,,,
Wizardry,,1,,,
Wonder,,10,,,
Woolf,,1,,,
wordplay,,1,,,
Words,,2,,,
work ethic,,1,,,
Workflow,,1,,,
working,,1,,,
Workload,,1,,,
workmanship,,5,,,
Workout,,1,,,
Worksheets,,1,,,
Workshop,,1,,,
Worldliness,,1,,,
worldly,,5,,,
Worldview,,2,,,
Wormholes,,1,,,
writer,,1,,,
Writing,,18,,,
wunderkind,,1,,,
X-rays,,1,,,
yearning,,3,,,
Yielding,,2,,,
Zero Emissions,,1,,,
zest,,2,,,
Zippy,,1,,,
zugzwang,,1,likely misspelled,,
Zurich,,2,,,
